STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,60.52,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,57.6,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,58.56,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,58.86,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,56.92,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,56.85,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,55.99,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,55.19,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,54.63,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,55.29,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,56.38,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,54.91,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,53.28,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,52.72,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,52.52,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,51.19,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,51.09,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,51.39,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,51.62,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,EG_FEC_RNEW,Renewable energy share in the total final energy consumption,PG,Papua New Guinea,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,50.78,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_11_b_2,"Proportion of local governments that adopt and implement local
            disaster risk reduction strategies",SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,40,,PERCENT,percent,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2022),,,,,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_11_b_2,"Proportion of local governments that adopt and implement local
            disaster risk reduction strategies",SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,0,,PERCENT,percent,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2024),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_11_b_2,"Proportion of local governments that adopt and implement local
            disaster risk reduction strategies",SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,0,,PERCENT,percent,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2024),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,SPC_11_b_2,"Proportion of local governments that adopt and implement local
            disaster risk reduction strategies",SB,Solomon Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,0,,PERCENT,percent,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2024),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,0,,PERCENT,percent,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2024),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,0,,PERCENT,percent,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2024),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_BP50_5(1.0),Blue Pacific 2050: Climate Change And Disasters (Thematic Area 5),I,A,Annual,VC_DSR_LSGP,Direct economic loss attributed to disasters relative to GDP,WS,Samoa,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,0,,PERCENT,percent,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2024),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
